"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Orientation","Year","Gregorian year","Mintmark","Comment","Quantity","For exchange","Grade","Buying price (AUD)","Estimate (AUD)","Private comment","Public comment"
"Australia","Australia","Dollar (1966-date)","0.1","KM# 402","N# 1565","10 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.6","1.76","Medal alignment ↑↑","2001","2001","","Circulation; Large Head, IRB Spaced","1","","F","","0.2","",""
"Australia","Australia","Dollar (1966-date)","0.1","KM# 402","N# 1565","10 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.6","1.76","Medal alignment ↑↑","2004","2004","","Circulation","1","","VF","","0.26","",""
"Australia","Australia","Dollar (1966-date)","0.1","KM# 402","N# 1565","10 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.6","1.76","Medal alignment ↑↑","2005","2005","","Circulation","1","","VF","","0.36","",""
"Australia","Australia","Dollar (1966-date)","0.1","KM# 402","N# 1565","10 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.6","1.76","Medal alignment ↑↑","2006","2006","","Circulation","1","","VG","","0.09","",""
"Australia","Australia","Dollar (1966-date)","0.1","KM# 402","N# 1565","10 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","5.66","23.6","1.76","Medal alignment ↑↑","2015","2015","","Proof Year Set","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 66","N# 1003","20 Cents - Elizabeth II (2nd Portrait)","Standard circulation coin","1966-1984","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","1966","1966","","Circulation - Canberra Mint - Gap between water swirl and platypus head","3","","VG","","0.17","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 66","N# 1003","20 Cents - Elizabeth II (2nd Portrait)","Standard circulation coin","1966-1984","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","1975","1975","","Circulation","1","","F","","0.76","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 66","N# 1003","20 Cents - Elizabeth II (2nd Portrait)","Standard circulation coin","1966-1984","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","1977","1977","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 82","N# 1703","20 Cents - Elizabeth II (3rd Portrait)","Standard circulation coin","1985-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","1997","1997","","Circulation","2","","F","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 403","N# 1702","20 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2001","2001","","Circulation - ""IRB"" spaced","1","","F","","0.36","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 403","N# 1702","20 Cents - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2015","2015","","Proof year set","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 532","N# 12504","20 Cents - Elizabeth II (4th Portrait - Centenary of Federation - Norfolk Island)","Circulating commemorative coin","2001","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2001","2001","","Circulation","2","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 550","N# 12505","20 Cents - Elizabeth II (4th Portrait - Centenary of Federation - New South Wales)","Circulating commemorative coin","2001","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2001","2001","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 552","N# 23586","20 Cents - Elizabeth II (4th Portrait - Centenary of Federation - Australian Capital Territory)","Circulating commemorative coin","2001","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2001","2001","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 556","N# 12506","20 Cents - Elizabeth II (4th Portrait - Centenary of Federation - Victoria)","Circulating commemorative coin","2001","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2001","2001","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 562","N# 12509","20 Cents - Elizabeth II (4th Portrait - Centenary of Federation - Western Australia)","Circulating commemorative coin","2001","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2001","2001","","Circulation","1","","F","","1.12","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 688","N# 7320","20 Cents - Elizabeth II (4th Portrait - Volunteers)","Circulating commemorative coin","2003","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2003","2003","","Circulation","1","","VF","","0.83","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 745","N# 5597","20 Cents - Elizabeth II (4th Portrait - Coming Home - End of World War II)","Circulating commemorative coin","2005","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2005","2005","","Circulation","2","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 1513","N# 19821","20 Cents - Elizabeth II (4th Portrait - Centenary of the Taxation Office)","Circulating commemorative coin","2010","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2010","2010","","Circulation","1","","VF","","1.24","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 1566","N# 21405","20 Cents - Elizabeth II (4th Portrait - William & Kate Royal Wedding)","Circulating commemorative coin","2011","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2011","2011","","Circulation","1","","XF","","1.56","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 1566","N# 21405","20 Cents - Elizabeth II (4th Portrait - William & Kate Royal Wedding)","Circulating commemorative coin","2011","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2011","2011","","Circulation","1","","F","","1.56","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 1566","N# 21405","20 Cents - Elizabeth II (4th Portrait - William & Kate Royal Wedding)","Circulating commemorative coin","2011","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2011","2011","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 1642","N# 21749","20 Cents - Elizabeth II (4th Portrait - International Women's Day)","Circulating commemorative coin","2011","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2011","2011","","Circulation","3","","F","","","",""
"Australia","Australia","Dollar (1966-date)","0.2","KM# 2080","N# 42232","20 Cents - Elizabeth II (4th Portrait - Centenary of Canberra)","Circulating commemorative coin","2013","Round","Copper-nickel (75% Copper, 25% Nickel)","11.31","28.52","2","Medal alignment ↑↑","2013","2013","","Circulation","1","","F","","","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 67","N# 6761","50 Cents - Elizabeth II (2nd Portrait - Round type)","Standard circulation coin","1966","Round","Silver (.800) (Copper .200)","13.28","31.5","2.55","Medal alignment ↑↑","1966","1966","","Circulation","2","","F","","8.57","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 70","N# 5524","50 Cents - Elizabeth II (2nd Portrait - Silver Jubilee)","Circulating commemorative coin","1977","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1977","1977","","Circulation","1","","F","","0.76","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 70","N# 5524","50 Cents - Elizabeth II (2nd Portrait - Silver Jubilee)","Circulating commemorative coin","1977","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1977","1977","","Circulation","1","","VG","","0.76","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 72","N# 5525","50 Cents - Elizabeth II (2nd Portrait - Royal Wedding)","Circulating commemorative coin","1981","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1981","1981","","Circulation","1","","F","","1.9","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 74","N# 2313","50 Cents - Elizabeth II (2nd Portrait - Brisbane Commonwealth Games)","Circulating commemorative coin","1982","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1982","1982","","Circulation","1","","F","","1.55","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 74","N# 2313","50 Cents - Elizabeth II (2nd Portrait - Brisbane Commonwealth Games)","Circulating commemorative coin","1982","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1982","1982","","Circulation","1","","VG","","1.55","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 99","N# 9495","50 Cents - Elizabeth II (3rd Portrait - First Fleet Bicentenary)","Circulating commemorative coin","1988","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1988","1988","","Circulation","1","","F","","1.45","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 294","N# 3140","50 Cents - Elizabeth II (3rd Portrait - Edward ""Weary"" Dunlop)","Circulating commemorative coin","1995","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1995","1995","","Circulation","1","","F","","1.73","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 364","N# 9557","50 Cents - Elizabeth II (3rd Portrait - Bass & Flinders)","Circulating commemorative coin","1998","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","1998","1998","","Circulation","2","","F","","0.73","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 437","N# 12592","50 Cents - Elizabeth II (5th Portrait - Royal Visit)","Circulating commemorative coin","2000","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2000","2000","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 488.1","N# 12593","50 Cents - Elizabeth II (4th Portrait - Millennium)","Circulating commemorative coin","2000","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2000","2000","","Circulation - Normal Die","1","","VF","","1.95","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 491.1","N# 5026","50 Cents - Elizabeth II (4th Portrait - Federation - Australia COA)","Circulating commemorative coin","2001","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2001","2001","","Circulation","1","","F","","0.76","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 491.1","N# 5026","50 Cents - Elizabeth II (4th Portrait - Federation - Australia COA)","Circulating commemorative coin","2001","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2001","2001","","Circulation","2","","VG","","0.76","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 563","N# 12602","50 Cents - Elizabeth II (4th Portrait - Federation - Western Australia)","Circulating commemorative coin","2001","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2001","2001","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 565","N# 12603","50 Cents - Elizabeth II (4th Portrait - Federation - Tasmania)","Circulating commemorative coin","2001","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2001","2001","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 602","N# 8328","50 Cents - Elizabeth II (4th Portrait - Year of the Outback)","Circulating commemorative coin","2002","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2002","2002","","Circulation","1","","VF","","1.19","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 602","N# 8328","50 Cents - Elizabeth II (4th Portrait - Year of the Outback)","Circulating commemorative coin","2002","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2002","2002","","Circulation","1","","F","","0.73","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 694","N# 3031","50 Cents - Elizabeth II (4th Portrait - Student Design)","Circulating commemorative coin","2004","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2004","2004","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 746","N# 9348","50 Cents - Elizabeth II (4th Portrait - Remembrance - End of World War II)","Circulating commemorative coin","2005","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2005","2005","","Circulation","1","","VG","","1.21","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 769","N# 12604","50 Cents - Elizabeth II (4th Portrait - XVIII Commonwealth Games Melbourne 2006)","Circulating commemorative coin","2005","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2005","2005","","Circulation","1","","F","","0.46","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 769","N# 12604","50 Cents - Elizabeth II (4th Portrait - XVIII Commonwealth Games Melbourne 2006)","Circulating commemorative coin","2005","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2005","2005","","Circulation","2","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 2159","N# 64303","50 Cents - Elizabeth II (4th Portrait - AIATSIS)","Circulating commemorative coin","2014","Dodecagonal (12-sided)","Copper-nickel (75% Copper, 25% Nickel)","15.55","31.51","3","Medal alignment ↑↑","2014","2014","","Circulation","1","","VF","","2.46","",""
"Australia","Australia","Dollar (1966-date)","0.5","KM# 2191","N# 69093","50 Cents - Elizabeth II (4th Portrait - 50th Anniversary of The Royal Australian Mint)","Non-circulating coin","2015","Dodecagonal (12-sided)","Copper-nickel","15.55","31.51","3","Medal alignment ↑↑","2015","2015","","BU Year Set","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 77","N# 2288","1 Dollar - Elizabeth II (2nd Portrait - Mob of Roos)","Standard circulation coin","1984","Round","Copper-aluminium-nickel (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","1984","1984","","Circulation","1","","F","","1.11","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 77","N# 2288","1 Dollar - Elizabeth II (2nd Portrait - Mob of Roos)","Standard circulation coin","1984","Round","Copper-aluminium-nickel (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","1984","1984","","Circulation","2","","VG","","1.11","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 84","N# 2159","1 Dollar - Elizabeth II (3rd portrait - Mob of Roos)","Standard circulation coin","1985-1998","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","1985","1985","","Circulation","1","","VG","","1.45","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 100","N# 2158","1 Dollar - Elizabeth II (3rd Portrait - First Fleet Bicentenary)","Circulating commemorative coin","1988","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","1988","1988","","Circulation","1","","VG","","1.54","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 310","N# 7356","1 Dollar - Elizabeth II (3rd Portrait - ""Father of Federation"")","Circulating commemorative coin","1996","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","1996","1996","","Circulation","1","","VG","","0.93","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 327","N# 7357","1 Dollar - Elizabeth II (3rd Portrait - Sir Charles Kingsford Smith - Large Head)","Circulating commemorative coin","1997","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","1997","1997","","Circulation","1","","VG","","1.91","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 366","N# 12608","1 Dollar - Elizabeth II (3rd Portrait - Howard Florey)","Non-circulating coin","1998","Round","Aluminium-bronze","9","25","2.5","Medal alignment ↑↑","1998","1998","M","Melbourne Mintmark (Royal Melbourne Show","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 489","N# 3148","1 Dollar - Elizabeth II (4th Portrait - Mob of Roos)","Standard circulation coin","2000-2019","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2004","2004","","Circulation","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 489","N# 3148","1 Dollar - Elizabeth II (4th Portrait - Mob of Roos)","Standard circulation coin","2000-2019","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2015","2015","","Proof Year Set","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 534","N# 7354","1 Dollar - Elizabeth II (4th Portrait - Federation - Australia)","Circulating commemorative coin","2001","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2001","2001","","BU Year Set","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 600","N# 6897","1 Dollar - Elizabeth II (4th Portrait - Year of the Outback)","Circulating commemorative coin","2002","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2002","2002","","Circulation","1","","VG","","1.14","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 600","N# 6897","1 Dollar - Elizabeth II (4th Portrait - Year of the Outback)","Circulating commemorative coin","2002","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2002","2002","C","BU Canberra Mintmark (MYO Gallery Press)","1","","F","","","","Hand pressed by me."
"Australia","Australia","Dollar (1966-date)","1","KM# 754","N# 11581","1 Dollar - Elizabeth II (4th Portrait - Women's Suffrage)","Circulating commemorative coin","2003","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2003","2003","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 747","N# 7376","1 Dollar - Elizabeth II (4th Portrait - Peace - End World War II)","Circulating commemorative coin","2005","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2005","2005","","Circulation","1","","VG","","1.33","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 1040","N# 7378","1 Dollar - Elizabeth II (4th Portrait - APEC Australia)","Circulating commemorative coin","2007","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2007","2007","","Circulation","1","","XF","","1.64","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 1498","N# 14775","1 Dollar - Elizabeth II (4th Portrait - Centenary of Pensions)","Circulating commemorative coin","2009","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2009","2009","","Circulation","1","","VG","","1.65","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 1499","N# 17486","1 Dollar - Elizabeth II (4th Portrait - Girl Guiding)","Circulating commemorative coin","2010","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2010","2010","","Circulation","1","","VG","","1.77","",""
"Australia","Australia","Dollar (1966-date)","1","KM# 1619","N# 25999","1 Dollar - Elizabeth II (4th Portrait - Commonwealth Heads of Government Meeting)","Circulating commemorative coin","2011","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2011","2011","","Circulation","1","","VF","","1.63","",""
"Australia","Australia","Dollar (1966-date)","1","","N# 59606","1 Dollar - Elizabeth II (4th Portrait - 100 Years of ANZAC)","Circulating commemorative coin","2014-2018","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2014","2014","","Circulation","1","","XF","","1.56","",""
"Australia","Australia","Dollar (1966-date)","1","","N# 59606","1 Dollar - Elizabeth II (4th Portrait - 100 Years of ANZAC)","Circulating commemorative coin","2014-2018","Round","Aluminium-bronze (92% Copper, 6% Aluminium, 2% Nickel)","9","25","2.5","Medal alignment ↑↑","2014","2014","","Circulation","2","","F","","1.56","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 406","N# 5213","2 Dollars - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Aluminium-bronze","6.6","20.5","3.2","Medal alignment ↑↑","2004","2004","","Proof Year Set","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 406","N# 5213","2 Dollars - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Aluminium-bronze","6.6","20.5","3.2","Medal alignment ↑↑","2013","2013","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 406","N# 5213","2 Dollars - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2019","Round","Aluminium-bronze","6.6","20.5","3.2","Medal alignment ↑↑","2015","2015","","Proof Year Set","1","","UNC","","","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 2007","N# 39809","2 Dollars - Elizabeth II (4th Portrait - Remembrance Day - Plain Poppy Flower)","Circulating commemorative coin","2012-2018","Round","Aluminium-bronze","6.6","20.5","3.2","Medal alignment ↑↑","2012","2012","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 2007a","N# 39867","2 Dollars - Elizabeth II (4th Portrait - Remembrance Day - Red Poppy Flower)","Circulating commemorative coin","2012-2018","Round","Aluminium-bronze (Pad Printed)","6.6","20.5","3.2","Medal alignment ↑↑","2012","2012","","Circulation & RSL Card","1","","UNC","","41.43","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 2153","N# 46466","2 Dollars - Elizabeth II (4th Portrait - Coronation Jubilee)","Circulating commemorative coin","2013-2018","Round","Aluminium-bronze (Pad Printed)","6.6","20.5","3.2","Medal alignment ↑↑","2013","2013","","Circulation","1","","F","","","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 2153","N# 46466","2 Dollars - Elizabeth II (4th Portrait - Coronation Jubilee)","Circulating commemorative coin","2013-2018","Round","Aluminium-bronze (Pad Printed)","6.6","20.5","3.2","Medal alignment ↑↑","2013","2013","","Circulation","1","","VG","","","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 2170","N# 68092","2 Dollars - Elizabeth II (4th Portrait - Remembrance Day - Peace Dove)","Circulating commemorative coin","2014-2018","Round","Aluminium-bronze (Pad Printed)","6.6","20.5","3.2","Medal alignment ↑↑","2014","2014","","Circulation","1","","XF","","3.7","",""
"Australia","Australia","Dollar (1966-date)","2","KM# 2189","N# 77908","2 Dollars - Elizabeth II (4th Portrait - Remembrance Day - In Flanders Fields)","Circulating commemorative coin","2015-2018","Round","Aluminium-bronze (Pad Printed)","6.6","20.5","3.2","Medal alignment ↑↑","2015","2015","","Circulation","1","","VF","","4.19","",""
"Australia","Australia","Dollar (1966-date)","5","KM# 102","N# 14158","5 Dollars - Elizabeth II (3rd Portrait - Parliament House)","Non-circulating coin","1988","Round","Aluminium-bronze","28","38.74","3.5","Medal alignment ↑↑","1988","1988","","BU in Plastic Flip","1","","VG","","","",""
"Austria","Austria","Second Schilling (1945-2001)","0.1","KM# 2878","N# 654","10 Groschen","Standard circulation coin","1951-2001","Round","Aluminium","1.1","19.8","1.55","Medal alignment ↑↑","1959","1959","","","1","","VG","","0.15","",""
"Austria","Austria","Second Schilling (1945-2001)","0.1","KM# 2878","N# 654","10 Groschen","Standard circulation coin","1951-2001","Round","Aluminium","1.1","19.8","1.55","Medal alignment ↑↑","1980","1980","","Proof","1","","VG","","","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 7","N# 440","1 Cent - Victoria","Standard circulation coin","1876-1901","Round","Bronze (Cu 95%, Sn 4%, Zn 1%)","5.67","25.4","1.5","Medal alignment ↑↑","1888","1888","","","1","","VG","","4.47","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 21","N# 437","1 Cent - George V (with ""DEI GRA"")","Standard circulation coin","1912-1920","Round","Bronze (Cu 95%, Sn 4%, Zn 1%)","5.67","25.5","1.6","Medal alignment ↑↑","1916","1916","","","1","","F","","1.26","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 28","N# 436","1 Cent - George V (small cent)","Standard circulation coin","1920-1936","Round","Bronze (Cu 95.5%, Sn 3%, Zn 1.5%)","3.24","19.05","1.65","Medal alignment ↑↑","1934","1934","","","1","","F","","0.55","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 32","N# 435","1 Cent - George VI (with ET IND:IMP:)","Standard circulation coin","1937-1947","Round","Bronze","3.24","19.05","1.65","Medal alignment ↑↑","1939","1939","","Alloy 1","1","","F","","0.43","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 41","N# 434","1 Cent - George VI (without ET IND:IMP:)","Standard circulation coin","1948-1952","Round","Bronze (.980 Cu, .005 Sn, .015 Zn)","3.24","19.05","1.65","Medal alignment ↑↑","1952","1952","","","1","","F","","0.15","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 49","N# 433","1 Cent - Elizabeth II (1st portrait)","Standard circulation coin","1953-1964","Round","Bronze (.980 Cu, .005 Sn, .015 Zn)","3.24","19.05","1.65","Medal alignment ↑↑","1955","1955","","With a fold on the shoulder","1","","F","","0.15","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 59","N# 432","1 Cent - Elizabeth II (2nd portrait; heavy type)","Standard circulation coin","1965-1979","Round","Bronze","3.24","19.05","1.65","Medal alignment ↑↑","1973","1973","","KM#59.1","1","","VG","","0.06","",""
"Canada","Canada","Canadian dollar (1858-date)","0.01","KM# 59","N# 432","1 Cent - Elizabeth II (2nd portrait; heavy type)","Standard circulation coin","1965-1979","Round","Bronze","3.24","19.05","1.65","Medal alignment ↑↑","1978","1978","","KM#59.2 (reduced thickness)","1","","F","","0.09","",""
