"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Note","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description"
"1323207","9780140511994","My Books","",0,,,0,0,,,"Complete Plain Words 3rd Edition",,"en","Reference","Janet Whitcut,Sir Ernest Gowers,Sidney Greenbaum","","","","","","Penguin UK",304,"2004-11-02","paperback",,,,,,,,,,"Current usage of vocabulary and style is explained clearly and sections included, cover: jargon, cliches, spelling and punctuation; ground rules of grammar; superfluous words, using words correctly and concisely, overuse or misuse; sexist language, the influence of science and technology, American English and exemplary clarity."
"1270678","9780007375783","My Books","",0,,,0,0,,,"The Great Divorce",,"en","Religion","C. S. Lewis","","","","","","HarperCollins UK",160,"2010-10-07",,,,,,,,,,,"C.S. Lewis’s dazzling allegory about heaven and hell – and the chasm fixed between them – is one of his most brilliantly imaginative tales, as he takes issue with the ideas in William Blake’s ‘The Marriage of Heaven and Hell’."
"90014","9780099273974","My Books","",0,,,0,0,,,"A Farewell to Arms",,"en","Contemporary Fiction","Ernest Hemingway","","","","","","Vintage",293,"2005-01-01","paperback",,,,,,,,,,"A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the World-War-1 battlefield—weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote the ending to A Farewell to Arms thirty-nine times to get the words right."
"1264261","9780140441406","My Books","",0,,,0,0,,,"Meditations",,"en","Philosophy,Ancient & Classical,Ancient World History","Marcus Aurelius","","Maxwell Staniforth","","","","Penguin Classics",187,"1964-10-30","paperback",,,,,,,,,,"Throughout history, some books have changed the world. They have transformed the way we see ourselves—and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives—and destroyed them.Now, Penguin brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization, and helped make us who we are. Penguin's Great Ideas series features twelve groundbreaking works by some of history's most prodigious thinkers, and each volume is beautifully packaged with a unique type-drive design that highlights the bookmaker's art. Offering great literature in great packages at great prices, this series is ideal for those readers who want to explore and savor the Great Ideas that have shaped the world.

Few ancient works have been as influential as the Meditations of Marcus Aurelius, philosopher and emperor of Rome (A.D. 161–180). A series of spiritual exercises filled with wisdom, practical guidance, and profound understanding of human behavior, it remains one of the greatest works of spiritual and ethical reflection ever written. Marcus’s insights and advice—on everything from living in the world to coping with adversity and interacting with others—have made the Meditations required reading for statesmen and philosophers alike, while generations of ordinary readers have responded to the straightforward intimacy of his style. For anyone who struggles to reconc..."
"2180122","9780310925972","My Books","",0,,,0,0,,,"Study Bible","The Niv Study Bible/10th Anniversary Edition/Intro./Burgundy Top-Grain Leather/Indexed","en","Bibles","Zondervan Publishing","","","","","","Zondervan Publishing Company",2208,"1995-09-01","hardcover",,,,,,,,,,"- Application Notes provide penetrating insight into what the Bible says to you about how you live. - Book Introductions use timelines, overviews, and outlines to prepare you to hear and respond to the book's truths. - Character Sketches spotlight key Bible figures and the lessons you can learn from their lives.- In-Text Charts and Maps help you locate key places and grasp difficult concepts at a glance. - Dictionary-Concordance developed specifically for the NIV Life Application Study Bible.- Red Letter Edition with the words of Christ printed in red."
"2180508","9781910485286","My Books","",0,,,0,0,,,"O Origins of the Fire Emoji","Mpt No. 3 2020","en","Poetry Anthologies (various Poets)","Clare Pollard","","","","","","Modern Poetry In Translation",,"2020-01-01","paperback",,,,,,,,,,
"229211","9780801063671","My Books","",0,,,0,0,,,"Preaching to a Postmodern World: A Guide to Reaching Twenty-First-Century Listeners","A Guide to Reaching Twenty-first Century Listeners","en","Christian Ministry & Pastoral Activity","Graham Johnston","","","","","","Baker Books",192,"2001-07-01","paperback",,,,,,,,,,"While growing churches dot our urban centers and country landscapes, church-goers and students today are actually less likely to maintain a Christian worldview than in the past. In fact, the majority of society does not even believe in objective truth. A minister out of touch with this culture is like an uninformed missionary trying to teach in a foreign country. To communicate God's Word effectively in the twenty-first century, teachers need to know how to connect with and confront an audience of postmodern listeners. 

In Preaching to a Postmodern World, Johnston shows pastors, seminary students, professors, lay teachers, and church leaders can reach the present age without selling out to it. The book discusses how to: 
- distinguish between modernism and postmodernism
- understand postmodern worldviews
- change the style of preaching without compromising the substance 
- take advantage of new opportunities provided by the cultural shift
- show an inattentive society the relevance of God's truth

The author's keen insights into contemporary pop and media culture also help equip speakers to address today's listeners with clarity and relevance."
"2180649",,"My Books","",0,,,0,0,,,"Liturgy of the Roman Church",,"English","Theology,Liturgics","Archdale Arthur King","","","","","","Longmans, Green and Company",476,"1957-01-01",,,,,,,,,,,
"406821","9780812977226","My Books","",0,,,0,0,,,"Under the Black Flag","The Romance and the Reality of Life Among the Pirates","en","History,Maritime History & Piracy,17th Century","David Cordingly","","","","","","Random House Trade Paperbacks",336,"2006-05-09","paperback",,,,,,,"Eleanor",,,"“This is the most authoritative and highly literate account of these pernicious people that I have ever read.”—Patrick O'Brian

“[A] wonderfully entertaining history of pirates and piracy . . . a rip-roaring read . . . fascinating and unexpected.”—Men's Journal

This rollicking account of the golden age of piracy is packed with vivid history and high seas adventure. David Cordingly, an acclaimed expert on pirates, reveals the spellbinding truth behind the legends of Blackbeard, Captain Kidd, Sir Francis Drake, the fierce female brigands Mary Read and Anne Bonny, and others who rode and robbed upon the world's most dangerous waters. Here, in thrilling detail, are the weapons they used, the ships they sailed, and the ways they fought—and were defeated. Under the Black Flagalso charts the paths of fictional pirates such as Captain Hook and Long John Silver. The definitive resource on the subject, this book is as captivating as it is supremely entertaining.

Praise for Under the Black Flag

“[A] lively history . . . If you've ever been seduced by the myth of the cutlass-wielding pirate, consider David Cordingly's Under the Black Flag.”—USA Today,“Best Bets”

“Engagingly told . . . a tale of the power of imaginative literature to re-create the past.”—Los Angeles Times

“Entirely engaging and informative . . . a witty and spirited book.”—The Washington Post Book World

“Plenty of thrills and adventure to satisfy any reader.”—The Philadelphia Inquirer"
"2180394","9780008390259","My Books","",0,,,0,0,,,"Reflections on the Psalms",,,"Religion","C. S. Lewis","","","","","","HarperCollins UK",192,"2020-03-19",,,,,,,,,,,"C.S. Lewis’ moving theological work in which he considers the most poetic portions from Scripture and what they tell us about God, the Bible, and faith."
"665563","9780310332909","My Books","",0,,,0,0,,,"Gifted Hands: The Ben Carson Story","The Ben Carson Story","en","Biography: General,Biography: Science, Technology & Engineering,Autobiography: Science, Technology & Engineering","Ben Carson,Cecil Murphey","","","","","","Zondervan",240,"2011-03-27","hardcover",,,,,,,,,,"In 1987, Dr. Benjamin Carson gained worldwide recognition for his part in the first successful separation of Siamese twins joined at the back of the head. Carson pioneered again in a rare procedure known as a hemispherectomy, giving children without hope a second chance at life through a daring operation in which he literally removes one half of their brain. Such breakthroughs aren t unusual for Ben Carson. He s been beating the odds since he was a child. Raised in inner-city Detroit by a mother with a third grade education, Ben lacked motivation. He had terrible grades. And a pathological temper threatened to put him in jail. But Sonya Carson convinced her son he could make something of his life, even though everything around him said otherwise. Trust in God, a relentless belief in his own capabilities, and sheer determination catapulted Ben from failing grades to the directorship of pediatric neurosurgery at Johns Hopkins Hospital in Baltimore, Maryland. Gifted Hands takes you into the operating room to witness surgeries that made headlines around the world and into the private mind of a compassionate, God-fearing physician who lives to help others."""
"382739","9780375704468","My Books","",0,,,0,0,,,"The Colossus","and Other Poems","en","Poetry,Women Authors,American","Sylvia Plath","","","","","","Vintage",96,"1998-05-19","paperback",,,,,,,,,,"With this startling, exhilarating book of poems, which was first published in 1960, Sylvia Plath burst into literature with spectacular force. In such classics as ""The Beekeeper's Daughter,"" ""The Disquieting Muses,"" ""I Want, I Want,"" and ""Full Fathom Five,"" she writes about sows and skeletons, fathers and suicides, about the noisy imperatives of life and the chilly hunger for death. Graceful in their craftsmanship, wonderfully original in their imagery, and presenting layer after layer of meaning, the forty poems in The Colossus are early artifacts of genius that still possess the power to move, delight, and shock."
"2180877","9780567202901","My Books","",0,,,0,0,,,"The Doctrine of the Word of God I.1 Section 1-7 (Church Dogmatics Study Edition)","The Doctrine of the Word of God I.1 § 1-7","en","Christian Theology","Karl Barth","","","","","","T & T Clark International",320,"2010-09-01","paperback","Church Dogmatics (Study Edition)",1,,,,,,,,"Karl Barth's Church Dogmatics is one of the major theological works of the 20th century. The Swiss-German theologian Karl Barth (1886-1968) was the most original and significant Reformed theologian of the twentieth century. Barth began the Church Dogmatics in 1932 and continued working on its thirteen volumes until the end of his life. Barth's writings continue to guide and instruct the preaching and teaching of pastors and academics worldwide. 
The English translation was prepared by a team of scholars and edited by G. W. Bromiley and T. F. Torrance and published from 1936. A team of scholars at Princeton Theological Seminary have now provided the translation of Greek, Latin, Hebrew and French passages into English. The original is presented alongside the English translation. This makes the work more reader friendly and accessible to the growing number of students who do not have a working knowledge of the ancient languages. This new edition with translations is now available for the first time in individual volumes.>"
"540725","9780744016314","My Books","",0,,,0,0,,,"Fallout 4 Vault Dweller's Survival Guide Collector's Edition","Prima Official Game Guide","en","Games,Video & Mobile,Reference","David Hodgson,Nick von Esmarch","","","","","","Prima Games",544,"2015-11-10","hardcover",,,,,,,,,,"Fallout 4 Vault Dweller’s Collector’s Edition Survival Guide includes...

EXCLUSIVE MAP OF THE COMMONWEALTH! This hardcover Vault Dweller’s Survival Guide comes packaged with a premium physical map of the Commonwealth that highlights important points of interest, valuable resources, and essential locations.

VAULT-TEC POSTER PACK! Inspire yourself and your friends to improve upon their seven S.P.E.C.I.A.L. attributes with this handy poster pack from Vault-Tec. Remember, the keys to survival are a healthy mind, body, and spirit!

NAVIGATING THE WASTELAND - If you do choose to go aboveground, we have provided an atlas of the surrounding area, with as much detail and information as possible, to satisfy your curiosity and dissuade you from ever venturing outside.*

EQUIPMENT AND SURVIVAL GEAR - In the unfortunate event that you actually decide to leave the Vault, this manual provides schematics and data for the types of weaponry you may be inclined to use while fighting for your life. Again, we urge you to reconsider going outside.

CRAFTING AND RESOURCES- Making good use of your surroundings is essential for survival, should you make the poor decision to venture outside Vault 111. But, just in case, this guide contains schematics and data vital for creating and repairing useful weapons and essential technology.

TIPS FOR DANGEROUS ENCOUNTERS - Nothing should deter you from leaving the safety of the Vault like the threat of good, old-fashioned danger. Be sure to study the data..."
"1657","9780486264646","My Books","",0,,,0,0,,,"Heart of Darkness",,"en","Contemporary Fiction,Classics","Joseph Conrad","","","","","","Dover Publications",72,"1990-07-01","paperback",,,,,,,"Eleanor",,"2017-12-25","Alternative cover edition found here

Dark allegory describes the narrator's journey up the Congo River and his meeting with, and fascination by, Mr. Kurtz, a mysterious personage who dominates the unruly inhabitants of the region. Masterly blend of adventure, character development, psychological penetration. Considered by many Conrad's finest, most enigmatic story."
"2180676","9780664228859","My Books","",0,,,0,0,,,"Twilight of the Gods: Polytheism in the Hebrew Bible","Polytheism in the Hebrew Bible","en","Bibles,Biblical Studies & Exegesis","David Penchansky","","","","","","Westminster John Knox Press",108,"2005-09-01","paperback",,,,,,,,,,"Since the middle of the twentieth century, one of biblical scholarship's chief assumptions has been that ancient Israel evolved out of the polytheism of surrounding cultures into an ethical monotheism. However, this consensus has fallen apart in recent years. Scholars now know that early Israel was surrounded by a very polytheistic culture and that many Israelites thought of Yahweh as the chief God among many gods. Furthermore, archaeology has shown that Yahweh was worshiped along with other gods throughout the period after the exile, when many shrines were in honor of ""Yahweh and his Asherah."" David Penchansky's Twilight of the Gods is the first accessible book that shows a historical Israel where polytheism and monotheism existed simultaneously in great conflict. He provides a historical introduction, followed by close readings of key Old Testament passages, where he demonstrates how to interpret difficult biblical texts that depict other gods or claim Yahweh is the only God within this new understanding of Israelite religion."
"74842","9780830869459","My Books","",0,,,0,0,,,"Knowing God",,"en","Religion","J. I. Packer","","","","","","InterVarsity Press",288,"2011-09-26",,,,,,,,,,,"For over 40 years, J. I. Packer's classic has been an important tool to help Christians around the world discover the wonder, the glory and the joy of knowing God. Explaining both who God is and how we can relate to him, this thought-provoking work seeks to transform and enrich the Christian understanding of God. Ebook edition includes both Knowing God and the Knowing God Study Guide."
"2181092",,"My Books","",0,,,0,0,,,"Home Treasures","A Choice Selection Of Popular Melodies Arranged As Pia Oforte Duets","English","Music","William Smallwood","","","","","",,,,,,,,,,,,,,
"1312758","9780908284917","My Books","",0,,,0,0,,,"Christianity alongside Islam","Christianity-alongside-islam","en","Islam","John W. Wilson","","","","","","Acorn Press Limited",410,"2010-01-01","hardcover",,,,,,,,,,"Dr John Wilson's book succeeds in digesting a vast amount of information about both Christianity and Islam and presenting it in a way that is very accessible to non-speciality readers. The approach of concurrent discussion of Christianity and Islam according to particular themes and topics ensures that the reader finds answers to key questions such as 'How does the Islamic view of ""X"" affect me as a Christian?' The book is comprehensive in detail but very readable in style.

This book will undoubtedly assist the urgent task of informing Christians and non-Christian Westerners about Islam. In this way, readers will be equipped to engage with some of the most pressing issues facing the Church and the world in the years ahead.'
Peter Riddell, Professorial Dean, Centre for the study of Islam and Other Faiths, Bible College of Victoria, Australian College of Theology

'This book gives a clear analysis of the different perspectives of Christianity and Islam - in particular the way they look at language, scriptures and the mission of Jesus. The book does not shy away from the problem of radical Islamism. Readers will find it useful in understanding the challenges of the contemporary world.'
The Hon. Peter Costello
Australian Federal Treasurer, 1996-2007

'This is a splendid work. What I particularly liked about it is that on the one side the author is fair, thorough and open-minded. One the other side, he discusses the hard issues with openness, awareness and sensitivity. I read ..."
"2180159","9781875245574","My Books","",0,,,0,0,,,"Postcard from Palestine: A Hands on Guide to Reading and Using the Bible","postcard-from-palestine","en","Bible Readings, Selections & Meditations,Christian Ministry & Pastoral Activity","Andrew Reid","","","","","","Matthias Media",144,"1997-01-01","paperback",,,,,,,,,,"A hands on guide to reading and using the Bible"
"1222272","9780385372077","My Books","",0,,,0,0,,,"Fox in Socks",,"en","Picture Books,Humorous Stories","Dr. Seuss","","","","","","Random House Books for Young Readers",72,"2013-09-24","ebook",,,,,,,,,,"Find out how wacky words can be with Dr. Seuss and the Fox in Socks in this classic hardcover picture book of tounge tanglers! 

This rhyming romp includes chicks with bricks, chewy blue glue, a noodle eating poodle, and so much more! Just try to keep your tongue out of trouble! Seuss piles his the energetic rhymes into a mountain of hilarity that the whole family will enjoy. Rhyming has never been this fun! 

Originally created by Dr. Seuss himself, Beginner Books are fun, funny, and easy to read. These unjacketed hardcover early readers encourage children to read all on their own, using simple words and illustrations. Smaller than the classic large format Seuss picture books like The Lorax and Oh, The Places You’ll Go!, these portable packages are perfect for practicing readers ages 3-7, and lucky parents too!

“Pretty much all the stuff you need to know is in Dr. Seuss.” –President Barack Obama"
"2180353","9781629110684","My Books","",0,,,0,0,,,"Covenants and Blessings",,,"Religion","Andrew Murray","","","","","","Whitaker House",176,"2002-04-01",,,,,,,,,,,"They say promises are made to be broken, and, too often, we’re quietly cynical about them, even when they come from God. But His Word is true, and He’s promised to infuse our lives with His grace and blessing! It’s a solemn promise—Scripture calls it an everlasting covenant—and you can count on it. Andrew Murray explains: The secret of abiding joy God’s strength for daily living Freedom from the power of sin The delight of blessing others The intimacy of a Spirit-filled life Why struggle to live for God when you can experience the joy of the Spirit of Christ living in you and receive His promise of new life?"
"659524","9781925355994","My Books","",0,,,0,0,,,"The Library: A Catalogue of Wonders","A Catalogue of Wonders","en","Literature: History & Criticism","Stuart Kells","","","","","","Text Publishing",288,"2017-08-28","paperback",,,,,,,"Eleanor",,"2018-12-25","Libraries are filled with magic. From the Bodleian, the Folger and the Smithsonian to the fabled libraries of middle earth, Umberto Eco’s mediaeval library labyrinth and libraries dreamed up by John Donne, Jorge Luis Borges and Carlos Ruiz Zafón, Stuart Kells explores the bookish places, real and fictitious, that continue to capture our imaginations.

The Library: A Catalogue of Wonders is a fascinating and engaging exploration of libraries as places of beauty and wonder. It’s a celebration of books as objects and an account of the deeply personal nature of these hallowed spaces by one of Australia’s leading bibliophiles."
"2180497","9780829810516","My Books","",0,,,0,0,,,"The New Century Hymnal",,"en","Sacred & Religious Music,Christian Worship, Rites & Ceremonies","Pilgrim Press","","","","","","Pilgrim Press",934,"1995-07-01","paperback",,,,,,,,,,"This is a hymnal that invites us into a new century. The best hymns of the past are combined with exciting new hymnody from some of the finest contemporary poets and composers, reflecting the pluralistic church in which we worship today. The New Century Hymnal has been created with a high level of musical and theological scholarship -- including remarkable new translations of original texts. Its texts honor tradition while at the same time using inclusive language that will welcome and affirm all as members of Christ's church.
-- a full 934 pages containing more than 600 hymns
-- many new translations to bring freshness and clarity to older texts
-- more than 100 psalms, fully set to music
-- arrangements and harmonizations carefully selected for congregational singing
-- includes orders for worship, with services for morning and evening prayer"
"335973","9780340680599","My Books","",0,,,0,0,,,"Cold Mountain",,"en","Contemporary Fiction","Charles Frazier","","","","","","HODDER & STOUGHTON",438,"2011-03-23","paperback",,,,,,,,,,"Cold Mountain is a novel about a soldier’s perilous journey back to his beloved near the Civil War's end. At once a love story & a harrowing account of one man’s long walk home, Cold Mountain introduces a new talent in American literature.

Based on local history & family stories passed down by Frazier’s great-great-grandfather, Cold Mountain is the tale of a wounded Confederate soldier, Inman, who walks away from the ravages of the war & back home to his prewar sweetheart, Ada. His odyssey thru the devastated landscape of the soon-to-be-defeated South interweaves with Ada’s struggle to revive her father’s farm, with the help of an intrepid young drifter named Ruby. As their long-separated lives begin to converge at the close of the war, Inman & Ada confront the vastly transformed world they’ve been delivered.

Frazier reveals insight into human relations with the land & the dangers of solitude. He also shares with the great 19th century novelists a keen observation of a society undergoing change. Cold Mountain recreates a world gone by that speaks to our time."
"2180840","9781903689226","My Books","",0,,,0,0,,,"Over the Bent World: Poems and Images from Gerard Manley Hopkins","Poems and Images from Gerald Manley Hopkins","en","Religion","David Porter","","","","","","Piquant Editions",175,"2002-01-01","hardcover",,,,,,,,,,
"2181063","9780001950061","My Books","",0,,,0,0,,,"The Butter Battle Book","the_butter_battle_book_a04","en","English Literature","Dr Seuss","","","","","","Collins",46,"1984-04-16","paperback",,,,,,,,,,"Illus. in full color. ""Dr. Seuss chronicles the feud between the Yooks and
the Zooks from slingshots through sophisticated weaponry, until each side has
the capacity to destroy the world. The language amuses, the drawings are zesty
and humorous, and the demand for this book will be large.""-- ""School Library
Journal."" ""Provocative, packs an allegorical punch. The parade of
increasingly elaborate (and ridiculous) armaments makes a telling
point.""-- ""Booklist."""
"2180811",,"My Books","",0,,,0,0,,,"The Man From Snowy River",,"English","Poetry,Australian","A. B. Paterson","","","","","","Angus & Robertson",,"1938-01-01",,,,,,,,,,,
"49320","9780007123810","My Books","",0,,,0,0,,,"The Lord of the Rings (The Lord of the Rings, #1-3)",,"en","Fantasy","J. R. R. Tolkien","","","","","","HarperCollins",1137,"2001-01-01","paperback",,,,,,,,,,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them

In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, the Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell by chance into the hands of the hobbit Bilbo Baggins.

From Sauron's fastness in the Dark Tower of Mordor, his power spread far and wide. Sauron gathered all the Great Rings to him, but always he searched for the One Ring that would complete his dominion.

When Bilbo reached his eleventy-first birthday he disappeared, bequeathing to his young cousin Frodo the Ruling Ring and a perilous quest: to journey across Middle-earth, deep into the shadow of the Dark Lord, and destroy the Ring by casting it into the Cracks of Doom.

The Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring: Gandalf the Wizard; the hobbits Merry, Pippin, and Sam; Gimli the Dwarf; Legolas the Elf; Boromir of Gondor; and a tall, mysterious stranger called Strider."
"421583","9780064405775","My Books","",0,,,256,1,,,"The Endless Steppe","Growing Up in Siberia","en","JUVENILE NONFICTION/History / Holocaust,JUVENILE NONFICTION/Social Topics / Prejudice & Racism,JUVENILE NONFICTION/Lifestyles / Farm & Ranch Life","Esther Hautzig","","","","","","HarperCollins",256,"1995-06-30","paperback",,,,,,,,,,"This is the remarkable true story of a family during one of the bleakest periods in history, a story that ""radiates optimism and the resilience of the human spirit"" (Washington Post). 

In June 1941, the Rudomin family is arrested by the Russians. They are accused of being capitalists, “enemies of the people.” Forced from their home and friends in Vilna, Poland, they are herded into crowded cattle cars. Their destination: the endless steppe of Siberia.

For five years, Esther and her family live in exile, weeding potato fields, working in the mines, and struggling to stay alive. But in the middle of hardship and oppression, the strength of their small family sustains them and gives them hope for the future.

The first winner of the Sydney Taylor Awards was Esther Hautzig'sThe Endless Steppe: Growing Up in Siberia, and 2018 marks the 50th anniversary of this powerful classic."
"2181015","9780283997549","My Books","",0,,,0,0,,,"Description of Britain: A Modern Rendering","A Modern Rendering",,"British & Irish History,Early History: C 500 To C 1450/1500","William Caxton","","","","","","Pan MacMillan",176,"1988-01-01","paperback",,,,,,,,,,
"323607","9780802838209","My Books","",0,,,0,0,,,"Systematic Theology",,"en","Christian Theology","Louis Berkhof","","","","","","Eerdmans",992,"1996-09-24","hardcover",,,,,,,,,,"This landmark edition combines Berkhof's standard, systematic treatment of the doctrines of the Reformed faith -- his magnum opus -- with his Introduction to Systematic Theology. Written in a scholarly yet simple style, and completely outlined and indexed, the work includes a thorough bibliography, and questions for further study follow each section. A new preface by Richard A. Muller explains the relation and importance of Berkhof's prolegomena to the rest of his systematic theology."
"2864748",,"My Books","",0,,,0,0,,,"The Home Messaages of Jesus",,,"","Charlotte Skinner","","","","","",,,,,,,,,,,,,,
"2180894",,"My Books","",0,,,0,1,,,"The Pushcart War by Jean Merrill","A Study Guide","English","Fiction,Children's","Jean Merrill","","","","","","Learning Links Incorporated",,"1988-01-01",,,,,,,,,,,"The outbreak of a war between truck drivers and pushcart peddlers brings the mounting problems of traffic to the attention of both the city of New York and the world."
"596","9780899423203","My Books","",0,,,0,0,,,"The Imitation of Christ","The-imitation-of-christ","en","Christian Life & Practice,Religious Life & Practice","Thomas à Kempis","","","Clare L. Fitzpatrick","","","Catholic Book Publishing",288,"1993-01-01","hardcover",,,,,,,"Sue's Book Exchange",,"2018-08-27","This treasured book has brought peace to readers for many ages by showing how to follow the life of Christ to which all are called.

From Foreword (p.6): As you thoughtfully and prayerfully read this little book, turn the pages slowly and allow the wisdom contained in them to penetrate your inner self. If you will do this, you will find a great peace--even amid the turmoil around you and the trials that necessarily come into every life. The Holy Spirit will bring you His peace and His joy that you will never find in any of the things which the world promises you, but which promises are never kept.

Foreword
Book 1: Useful Admonitions for the Spiritual Life (25 chapters)
Book 2: Considerations for Leading an Interior Life (12 chapters)
Book 3: On Interior Conversation (59 chapters)
Book 4: On the Blessed Sacrament and Devout Exhortations for Holy Communion (18 chapters)
p.282: Passages in the Imitation of Christ, suitable to the different states of life and spiritual necessities of the faithful
P. 285: Prayers

Nihil Obstat: Daniel V. Flynn, J.C.D.
Imprimatur: James P. Mahoney, D.D.
Vicar General, Archdiocese of New York"
"2180502","9780390521200","My Books","",0,,,0,0,,,"The Sociology of Religion","An Anthology","English","Religion and sociology","Richard D. Knudten","","","","","","Appleton-Century-Crofts",560,"1967-01-01",,,,,,,,,,,
"433006","9781840226447","My Books","",0,"2018-02-26",,0,0,,,"The King in Yellow",,"en","Graphic Novels, Anime & Manga","Robert W. Chambers","","","","","","Wordsworth Editions",179,"2010-01-01","paperback",,,,,,,"Hannah",,"2017-12-25","With an Introduction by David Stuart Davies.

'I read it and reread it, and wept and laughed and trembled with horror which at all times assails me yet'.

With its strange, imaginative blend of horror, science fiction, romance and lyrical prose, Robert W. Chambers' The King in Yellow is a classic masterpiece of weird fiction. This series of vaguely connected stories is linked by the presence of a monstrous and suppressed book which brings fright, madness and spectral tragedy to all those who read it. An air of futility and doom pervade these pages like a sweet insidious poison. Dare you read it?

This collection has been called the most important book in American supernatural fiction between Poe and the moderns. H. P. Lovecraft, creator of the famed Cthulu mythos, whose own fiction was greatly influenced by this book stated that The King in Yellow achieves notable heights of cosmic fear."
"2181147","9780455221533","My Books","",0,,,0,0,,,"Keay's Insolvency: Personal and Corporate Law and Practice","Personal and Corporate Law and Practice","en","Laws Of Specific Jurisdictions","Michael Murray","","","","","","Lawbook Company",577,"2005-12-31","paperback",,,,,,,,,,"The fifth edition of ""Keay's Insolvency: Personal and Corporate Law and Practice"" has been updated and expanded with the latest developments in both bankruptcy and corporate insolvency law, and provides a concise and authoritative exposition of the law of insolvency. The text is divided into three main areas. Part I opens with an introduction to topical issues and examples of recent insolvencies; it then explains how insolvency is defined, how it is assessed, and its consequences. Part II and Part III examine personal insolvency under the Bankruptcy Act, covering the processes of voluntary and compulsory bankruptcy, and how a bankrupt estate is adminstered through to discharge and annulment. Non-bankruptcy administrations in the form of Part X agreements and Part IX debt agreements are also explained. Part IV and Part V provide a substantial coverage of corporate insolvency. The processes involved in the administration of liquidations, as well as such matters as voidable transactions, personal liabilities of company directors and deregistration are discussed. In light of the increase in voluntary administrations and deeds of company arrangement under Part 5.3A of the Corporations Act, extensive coverage is given to this area of law and practice, including significant decisions of the High Court, developments in litigation funding, and increased emphasis by the courts on creditor responsibility. Other areas of corporate insolvency - receivership and schemes of arrangements ..."
"1853911","9780802823236","My Books","",0,,,0,0,,,"Theological Dictionary of the New Testament, Volume X",,"en","Christianity,Biblical Studies & Exegesis,Theology","Gerhard Friedrich","","","Gerhard Kittel","","","William B. Eerdmans Publishing Company",661,"1976-11-17","hardcover",,,,,,,,,,"Substantial articles on 2000+ Greek words that are theologically significant in the New Testament. Traces usage in classical Greek literature, the Septuagint, intertestamental texts, and the New Testament."
"139198","9780140449136","My Books","",0,,,0,0,,,"Crime and Punishment",,"en","Literary,Fiction Classics,Classics","Fyodor Dostoyevsky","","David McDuff","","","","Penguin Classics",718,"2002-12-31","paperback",,,,,,,,,,"Nominated as one of America’s best-loved novels by PBS’s The Great American Read

Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden prostitute, can offer the chance of redemption.This vivid translation by David McDuff has been acclaimed as the most accessible version of Dostoyevsky’s great novel, rendering its dialogue with a unique force and naturalism. This edition also includes a new chronology of Dostoyevsky’s life and work."
"2180484","9780647530627","My Books","",0,,,0,0,,,"Journeying with Bonhoeffer: Six Steps on the Path to Discipleship","Six Steps on the Path to Discipleship","en","Religion: General","Katherine Firth,Andreas Loewe","","","","","","Morning Star Publishing",128,"2019-08-11","paperback",,,,,,,,,,"Join the Dean of Melbourne, Dr Andreas Loewe, and academic and poet Dr Katherine Firth, for six weekly reflections as we journey through what it means to be faithful followers of Jesus today. Dietrich Bonhoeffer is a theologian for our times: who worked across the barriers of race, denomination and language. For his role in heading an underground seminary, and his work with the resistance against the Nazi regime, he was imprisoned, interned in concentration camps and executed. Bonhoeffer’s inspiring writings invite us to ask about what discipleship really means, and what it is to live out our faith. In 2020, it will be 75 years since Bonhoeffer was martyred.

These reflections, which were first delivered as Dean Andreas’ Lent Addresses in 2019, draw on the Gospel of Luke and Bonhoeffer’s The Cost of Discipleship. Dr Katherine Firth has written a compelling new biography of Bonhoeffer, first presented at St James’ King Street Sydney, and her translations of the poems and prayers bring out the spirituality, the politics and the craft of Bonhoeffer’s works."
